Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Commelina erecta,Commelina erecta,Dayflower,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/commelina-erecta/,https://propagate.one/how-to-propagate-commelina-erecta/ | https://www.gardenia.net/plant/commelina-erecta#:~:text=Virtually%20pest%20and%20disease%20free | https://sharonsflorida.com/plants-page/native-wildflowers/whitemouth-dayflower/#:~:text=Propagation
Commelina virginica,Commelina virginica,Virginia Dayflower,Seed | Clump | Stem,No Treatment | Division | Cutting | Stratification,Materials listed: Seed | Clump | Stem. Treatment tags listed: No Treatment | Division | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/commelina-virginica/,https://pfaf.org/user/Plant.aspx?LatinName=Commelina+virginica#:~:text=Plant%20Propagation | https://www.picturethisai.com/care/Commelina_virginica.html#:~:text=How%20to%20Propagate%20Virginia%20dayflower?&text=Virginia%20dayflower%20is%20a%20vibrant | https://propagate.one/how-to-propagate-commelina-virginica/ | https://www.hungryhookfarm.com/product/seeds-commelina-virginica/285
Condalia hookeri,Condalia hookeri,Bluewood Condalia,Semi-harwood | Seed,Cutting | Scarification,Materials listed: Semi-harwood | Seed. Treatment tags listed: Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/condalia-hookeri/,https://propagate.one/how-to-propagate-condalia-hookeri/
Conoclinium coelestinum,Conoclinium coelestinum,Blue Mistflower,Seed | Stem | Clump,Stratification | Cutting | Division | No Treatment,Materials listed: Seed | Stem | Clump. Treatment tags listed: Stratification | Cutting | Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/conoclinium-coelestinum/,https://www.epicgardening.com/blue-mistflower/ | https://www.joyfulbutterfly.com/product/blue-mistflower-seeds-conoclinium-coelestinum/#:~:text=How%20to%20Start%20Blue%20Mistflower | https://www.picturethisai.com/care/propagate/Conoclinium_coelestinum.html#:~:text=A%20sharp%20knife%20or%20pruning | https://longleafpine.fnpschapters.org/data/uploads/propagation-manual-for-fl-panhandle-native-plants/conoclinum-coelestinum.pdf
Coreopsis basalis,Coreopsis basalis,Golden Tickseed,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/coreopsis-basalis/,https://seedsource.com/golden-wave/
Coreopsis grandiflora,Coreopsis grandiflora,Common Coreopsis,Clump | Seed | Stem | Root,Division | No Treatment | Cutting | Stratification,Materials listed: Clump | Seed | Stem | Root. Treatment tags listed: Division | No Treatment | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/coreopsis-grandiflora/,https://greg.app/propagate-coreopsis-grandiflora/ | https://propagate.one/how-to-propagate-coreopsis-grandiflora/ | https://whitwamorganics.com/products/large-flowered-tickseed-coreopsis-grandiflora#:~:text=Coreopsis%20needs%20regular%20watering%20throughout
Coreopsis lanceolata,Coreopsis lanceolata,Lanceleaf Coreopsis,Bud | Seed | Softwood,Division | No Treatment | Cutting | Stratification,Materials listed: Bud | Seed | Softwood. Treatment tags listed: Division | No Treatment | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/coreopsis-lanceolata/,https://www.wildflower.org/plants/result.php?id_plant=COLA5 | https://www.thespruce.com/coreopsis-lanceolata-7255292#:~:text=After%20two%20to%20three%20years | https://edis.ifas.ufl.edu/publication/EP058 | https://www.fnps.org/assets/pdf/pubs/coreopsis_lanceolata_lanceleaftickseed_3_0.pdf | https://brightlanegardens.com/native-plants/plant-glossary/native-perennials/lanceleaf-coreopsis-coreopsis-lanceolata/
Coreopsis tinctoria,Coreopsis tinctoria,Plains Coreopsis,Seed | Clump | Stem,No Treatment | Division | Cutting,Materials listed: Seed | Clump | Stem. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/coreopsis-tinctoria/,https://www.bhg.com/gardening/plant-dictionary/perennial/coreopsis/#:~:text=How%20to%20Propagate%20Coreopsis | https://www.wildflower.org/plants/result.php?id_plant=COTI3 | https://www.ugaoo.com/blogs/gardening-basics/how-to-grow-coreopsis-plant
Cornus drummondii,Cornus drummondii,Roughleaf Dogwood,Seed | Semi-harwood,Stratification | Cutting,Materials listed: Seed | Semi-harwood. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cornus-drummondii/,https://www.wildflower.org/plants/result.php?id_plant=CODR | https://propagate.one/how-to-propagate-cornus-drummondii/ | https://www.picturethisai.com/care/propagate/Cornus_drummondii.html
Corydalis curvisiliqua,Corydalis curvisiliqua,Curvepod,Seed | Stem | Clump,Stratification | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/corydalis-curvisiliqua/,https://www.illinoiswildflowers.info/prairie/plantx/lb_corydalis.htm | https://seedsource.com/scrambled-eggs/ | https://www.forwardplant.com/plant-info/corydalis-curvisiliqua/
Cotinus obovatus,Cotinus obovatus,American Smoketree,Seed | Semi-harwood,No Treatment | Scarification | Stratification | Cutting,Materials listed: Seed | Semi-harwood. Treatment tags listed: No Treatment | Scarification | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cotinus-obovatus/,https://www.wildflower.org/plants/result.php?id_plant=COOB2 | https://www.gardeningknowhow.com/ornamental/trees/smoke-tree/smoke-tree-propagation-methods.htm
Crataegus crus-galli,Crataegus crus-galli,Cockspur Hawthorn,Seed | Softwood,Stratification | Cutting | Scarification | No Treatment,Materials listed: Seed | Softwood. Treatment tags listed: Stratification | Cutting | Scarification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/crataegus-crus-galli/,https://pfaf.org/user/Plant.aspx?LatinName=Crataegus+crus-galli#:~:text=Plant%20Propagation&text=Stored%20seed%20can%20be%20very | https://www.picturethisai.com/care/propagate/Crataegus_crus-galli.html | https://earthone.io/plant/crataegus%20crus-galli
Crataegus viridis,Crataegus viridis,Green Hawthorn,Semi-harwood,Cutting,Materials listed: Semi-harwood. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/crataegus-viridis/,https://www.picturethisai.com/care/propagate/Crataegus_viridis.html | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=rosaceae-crataegus-1220
Croton capitatus,Croton capitatus,Texas Goatweed,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/croton-capitatus/,https://earthone.io/plant/croton%20capitatus?srsltid=AfmBOooneGgcx48X7zvpGgkqmX_UaEUn6KAkdFwnCW8wj0oUhLfV6a7i
Croton fruticulosus,Croton fruticulosus,Bush Croton,Stem | Seed | Semi-harwood,Cutting | No Treatment,Materials listed: Stem | Seed | Semi-harwood. Treatment tags listed: Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/croton-fruticulosus/,https://greg.app/bush-croton-overview/#:~:text=Propagating%20with%20Cuttings | https://www.picturethisai.com/care/propagate/Croton_fruticulosus.html
Cucurbita foetidissima,Cucurbita foetidissima,Buffalo Gourd,Stem | Seed | Bud,No Treatment | Division,Materials listed: Stem | Seed | Bud. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cucurbita-foetidissima/,https://cucurbit.info/1978/07/the-versatility-of-the-feral-buffalo-gourd-cucurbita-foetidissima-hbk/#:~:text=It%20has%20developed%20a%20highly | https://en.wikipedia.org/wiki/Cucurbita_foetidissima#:~:text=Germination%20temperature%20range%20is%20between | https://pfaf.org/user/Plant.aspx?LatinName=Cucurbita+foetidissima#:~:text=Plant%20Propagation | https://seedsource.com/buffalo-gourd/ | https://greg.app/propagate-buffalo-gourd/
Cylindropuntia imbricata,Cylindropuntia imbricata,Cholla,Stem | Seed,Cutting | No Treatment,Materials listed: Stem | Seed. Treatment tags listed: Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cylindropuntia-imbricata/,https://davesgarden.com/guides/pf/go/66650
Cylindropuntia leptocaulis,Cylindropuntia leptocaulis,Christmas Cactus,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cylindropuntia-leptocaulis/,https://temperate.theferns.info/plant/Cylindropuntia+leptocaulis#:~:text=Seed%20%2D%20sow%20early%20spring%20in
Cynanchum laeve,Cynanchum laeve,Honeyvine,Stem | Seed,Cutting | Stratification,Materials listed: Stem | Seed. Treatment tags listed: Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cynanchum-laeve/,https://plantiary.com/plant/cynanchum-laeve_1225.html | https://plantflowerseeds.com/products/cynanchum-laeve-honeyvine-sandvine-climbing-milkweed-10-seeds#:~:text=Only%2048%20items%20in%20stock
Cynanchum racemosum,Cynanchum racemosum,Talayote,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/cynanchum-racemosum/,https://www.picturethisai.com/wiki/Cynanchum_racemosum.html
Dalea aurea,Dalea aurea,Golden Dalea,Seed | Stem,Scarification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dalea-aurea/,https://temperate.theferns.info/plant/Dalea+aurea#:~:text=Propagation | https://davesgarden.com/guides/pf/go/68331 | https://www.picturethisai.com/care/propagate/Dalea_aurea.html
Dalea candida,Dalea candida,White Prairie Clover,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dalea-candida/,https://pfaf.org/user/Plant.aspx?LatinName=Dalea+candida+oligophylla#:~:text=Plant%20Propagation | https://www.outsidepride.com/seed/clover-seed/white-prairie-clover-seed.html
Dalea compacta,Dalea compacta,Compact Prairie Clover,Seed | Stem,Scarification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dalea-compacta/,https://temperate.theferns.info/plant/Dalea+compacta#:~:text=Propagation | https://www.picturethisai.com/wiki/Dalea_compacta.html#:~:text=Care%20Guide%20for%20Compact%20prairie%20clover&text=It%20thrives%20with%20deep%2C%20infrequent | https://plantiary.com/plant/dalea-compacta_19380.html#:~:text=Propagation:%20You%20can%20propagate%20Dalea%20Compacta%20through
Dalea formosa,Dalea formosa,Feather Dalea,Seed | Stem | Semi-harwood | Softwood,No Treatment | Cutting | Scarification | Layering,Materials listed: Seed | Stem | Semi-harwood | Softwood. Treatment tags listed: No Treatment | Cutting | Scarification | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dalea-formosa/,https://earthone.io/plant/dalea%20formosa | https://temperate.theferns.info/plant/Dalea+formosa#:~:text=Propagation | https://www.gardenia.net/plant/dalea-formosa-indigobush-grow-care-guide#:~:text=Sow%20in%20a%20well%20drained | https://propagate.one/how-to-propagate-dalea-formosa/
Dalea frutescens,Dalea frutescens,Black Dalea,Seed | Softwood | Clump,Scarification | Cutting | Division,Materials listed: Seed | Softwood | Clump. Treatment tags listed: Scarification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dalea-frutescens/,https://www.picturethisai.com/care/propagate/Dalea_lasiathera.html | https://legacylandscaper.com/black-dalea-dalea-frutescens/#:~:text=Propagates%20by%20seeds%20and%20occasionally
Dasylirion texanum,Dasylirion texanum,Texas Sotol,Seed | Stem | Offshoots,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Offshoots. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dasylirion-texanum/,https://www.picturethisai.com/wiki/Dasylirion_texanum.html | https://temperate.theferns.info/plant/Dasylirion+texanum#:~:text=Seed%20%2D%20sow%20spring%20in%20a | https://earthone.io/plant/dasylirion%20texanum?srsltid=AfmBOopemcMIKrrhesxxBLfhtMVbgdtI_wglnazkcVwFVnEEeF42lmBG | https://www.picturethisai.com/care/propagate/Dasylirion_texanum.html#:~:text=Texas%20Sotol%20is%20a%20resilient
Datura wrightii,Datura wrightii,Angel Trumpet,Bud | Stem,Scarification | Cutting,Materials listed: Bud | Stem. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/datura-wrightii/,https://extension.arizona.edu/sites/extension.arizona.edu/files/barnesm/SacredDatura.pdf | https://calscape.org/Datura-wrightii-(Sacred-Datura | https://earthone.io/plant/datura%20wrightii?srsltid=AfmBOorO3RwoTHokzrMwwSTP86bI1b2JxD2UssjxjgfR8jtG59hSKuaP
Delphinium carolinianum,Delphinium carolinianum,Prairie Larkspur,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/delphinium-carolinianum/,https://www.wildflower.org/plants/result.php?id_plant=DECA3
Desmanthus illinoensis,Desmanthus illinoensis,Illinois Bundleflower,Seed,Scarification | No Treatment,Materials listed: Seed. Treatment tags listed: Scarification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/desmanthus-illinoensis/,https://sharpseed.com/illinois-bundleflower/#:~:text=Establishment | https://www.grandprismaticseed.com/natives/illinois-bundleflower#:~:text=Bundleflower%20is%20also%20a%20good | https://warcapps.usgs.gov/PlantID/Species/Details/1846#:~:text=Propagation%20by%20seed%20is%20best | https://www.electricveg.com/fabaceae/desmanthus-illinoensis.html
Dichondra carolinensis,Dichondra carolinensis,Carolina Ponyfoot,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dichondra-carolinensis/,https://www.picturethisai.com/care/propagate/Dichondra_carolinensis.html | https://plantiary.com/plant/dichondra-carolinensis_3777.html
Digitaria californica,Digitaria californica,Arizona Cottontop,Seed | Root,No Treatment | Division,Materials listed: Seed | Root. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/digitaria-californica/,https://seedsource.com/az-cottontop/ | https://plantiary.com/plant/digitaria-californica_33166.html
Diospyros texana,Diospyros texana,Texas Persimmon,Stem | Seed | Seedling,Cutting | No Treatment | Transplant,Materials listed: Stem | Seed | Seedling. Treatment tags listed: Cutting | No Treatment | Transplant. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/diospyros-texana/,https://www.picturethisai.com/wiki/Diospyros_texana.html#:~:text=Water:%20Texas%20persimmon%20is%20drought | https://earthone.io/plant/diospyros%20texana?srsltid=AfmBOoquJUt6LI2L9CHrd97zIfhPl4WjyLUOiTLqH8M5jm-glOVC2vrk | https://hort.ifas.ufl.edu/trees/DIOTEXA.pdf | https://www.gardenia.net/plant/diospyros-texana-texas-persimmon | https://www.wildflower.org/plants/result.php?id_plant=DITE3
Diospyros virginiana,Diospyros virginiana,Common Persimmon,Seed | Root | Stem,Stratification | Cutting,Materials listed: Seed | Root | Stem. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/diospyros-virginiana/,https://www.wildflower.org/plants/result.php?id_plant=DIVI5 | https://thefruitnut.com/storing-and-stratifying-american-persimmon-seeds/#:~:text=Step%20%231: | https://www.sciencedirect.com/science/article/abs/pii/S0304423817307744#:~:text=kaki%20(Hejazi%20et%20al.%2C
Distichlis spicata,Distichlis spicata,Saltgrass,Seed | Clump | Root,Scarification | Division | Cutting,Materials listed: Seed | Clump | Root. Treatment tags listed: Scarification | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/distichlis-spicata/,https://propagate.one/how-to-propagate-distichlis-spicata/ | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=poaceae-distichlis-586 | https://www.wildflower.org/plants/result.php?id_plant=DISP | https://www.picturethisai.com/care/propagate/Distichlis_spicata.html | https://www.botanikks.com/plants/distichlis-spicata-l-greene-var-divaricata-beetle/566270/1
Dyschoriste linearis,Dyschoriste linearis,Snakeherb,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/dyschoriste-linearis/,https://www.picturethisai.com/wiki/Dyschoriste_linearis.html
Tripsacum dactyloides,Tripsacum dactyloides,Eastern Gamagrass,Seed | Clump,Stratification | Division,Materials listed: Seed | Clump. Treatment tags listed: Stratification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eastern-gamagrass/,https://www.fnps.org/assets/pdf/pubs/tripsacum_dactyloides_easterngamagrass_3_0.pdf | https://propagate.one/how-to-propagate-tripsacum-dactyloides/ | https://earthone.io/plant/tripsacum%20dactyloides
Echinacea angustifolia,Echinacea angustifolia,Black Samson,Seed,Stratification | Scarification,Materials listed: Seed. Treatment tags listed: Stratification | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinacea-angustifolia/,https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=asteraceae-echinacea-1349 | https://openprairie.sdstate.edu/nativeplant/11/#:~:text=Germination:%20Etherol%20treatment%20(1mM%20solution | https://newcropsorganics.ces.ncsu.edu/wp-content/uploads/2017/06/Echinacea-Angustifolia.pdf?fwd=no
Echinocactus texensis,Echinocactus texensis,Horsecrippler Cactus,Seed | Offshoots,No Treatment | Transplant,Materials listed: Seed | Offshoots. Treatment tags listed: No Treatment | Transplant. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinocactus-texensis/,https://www.gardenia.net/plant/echinocactus-texensis-horse-crippler-cactus-grow-care-guide#:~:text=during%20extreme%20cold.-
Echinocereus reichenbachii,Echinocereus reichenbachii,Lace Cactus,Seed | Stem | Clump,Scarification | Cutting | Division | Grafting,Materials listed: Seed | Stem | Clump. Treatment tags listed: Scarification | Cutting | Division | Grafting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinocereus-reichenbachii/,https://www.forwardplant.com/care/propagate/echinocereus-reichenbachii/ | https://greg.app/propagate-lace-hedgehog-cactus/ | https://www.wildflower.org/plants/result.php?id_plant=ECRE | https://propagate.one/how-to-propagate-echinocereus-reichenbachii/ | https://plantiary.com/plant/echinocereus-reichenbachii_636.html
Echinocereus triglochidiatus,Echinocereus triglochidiatus,Claret Cup Cactus,Offshoots | Seed,Division | No Treatment,Materials listed: Offshoots | Seed. Treatment tags listed: Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinocereus-triglochidiatus/,https://gardenerspath.com/plants/succulents/grow-claret-cup-cactus/ | https://planetdesert.com/products/claret-cup-cactus-echinocereus-triglochidiatus | https://earthone.io/plant/echinocereus%20triglochidiatus | https://gardenbeast.com/echinocereus-triglochidiatus-guide/ | https://succulentsnetwork.com/echinocereus-triglochidiatus-claret-cup-cactus/ | https://guzmansgreenhouse.com/growing-claret-cup-cactus/
Echinodorus berteroi,Echinodorus berteroi,Upright Burhead,Seed | Offshoots | Stem,No Treatment | Division | Cutting,Materials listed: Seed | Offshoots | Stem. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinodorus-berteroi/,https://www.flowgrow.de/db/aquaticplants/echinodorus-berteroi | https://fishy.wiki/en/plants/alismataceae/echinodorus-berteroi.phtml | https://pts.lifeasible.com/echinodorus-berteroicellophane-sword-item-1144.html | https://www.picturethisai.com/wiki/Echinodorus_berteroi.html
Echinodorus cordifolius,Echinodorus cordifolius,Creeping Burhead,Offshoots,Division,Materials listed: Offshoots. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/echinodorus-cordifolius/,https://www.gardenia.net/plant/echinodorus-cordifolius#:~:text=Can%20be%20propagated%20by%20cutting
Ehretia anacua,Ehretia anacua,Sandpaper Tree,Seed | Stem,Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ehretia-anacua/,https://www.wildflower.org/plants/result.php?id_plant=EHAN | https://propagate.one/how-to-propagate-ehretia-anacua/
Elephantopus carolinianus,Elephantopus carolinianus,Carolina Elephantsfoot,Seed | Bulb,No Treatment | Division,Materials listed: Seed | Bulb. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/elephantopus-carolinianus/,https://www.clayandlimestone.com/2020/09/elephantopus-carolinianus.html#:~:text=Habitat:%20Low%20woods%2C%20ravines%2C | https://greg.app/carolina-elephants-foot-overview/#:~:text=%F0%9F%8C%B1%20Seed%20Propagation | https://www.picturethisai.com/care/Elephantopus_carolinianus.html#:~:text=How%20to%20Propagate%20Carolina%20elephantsfoot?&text=Carolina%20elephantsfoot%20is%20effectively%20propagated
Elymus canadensis,Elymus canadensis,Prairie Wildrye,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/elymus-canadensis/,https://www.opnseed.com/products/elymus-canadensis-nodding-wild-rye#:~:text=Direct%20sow%20seeds%20into%20prepared | https://bwsr.state.mn.us/sites/default/files/2023-02/Featured%20Plant%20March%202023%20Canada%20wildrye%20II%20Accessible.pdf
Elymus interruptus,Elymus interruptus,Texas Wildrye,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/elymus-interruptus/,https://www.briansnativeplants.com/elymus-hystrix | https://bwsr.state.mn.us/sites/default/files/2023-02/Featured%20Plant%20March%202023%20Canada%20wildrye%20II%20Accessible.pdf
Elymus virginicus,Elymus virginicus,Virginia Wildrye,Seed | Clump,No Treatment | Stratification | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Stratification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/elymus-virginicus/,https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_elvi3.pdf | https://www.bluestemnatives.com/product-page/seeds-elymus-virginicus-virginia-wild-rye#:~:text=Stratification%20Codes&text=Seed%20should%20germinate%20when%20sown%20in%20a%20warm%20location.&text=Hot%20water%20treatment:%20Bring%20water | https://bplant.org/plant/752#:~:text=Growth%20slows%20during%20the%20hotter
Engelmannia peristenia,Engelmannia peristenia,Engelmann's Daisy,Seed | Rosette,No Treatment | Transplant,Materials listed: Seed | Rosette. Treatment tags listed: No Treatment | Transplant. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/engelmannia-peristenia/,https://www.wildflower.org/plants/result.php?id_plant=ENPE4
Equisetum hyemale spp. affine,Equisetum hyemale spp. affine,Horsetail,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/equisetum-hyemale/,https://www.picturethisai.com/care/propagate/Equisetum_hyemale.html
Eragrostis hirsuta,Eragrostis hirsuta,Big Top Lovegrass,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eragrostis-hirsuta/,https://plants.ces.ncsu.edu/plants/eragrostis-hirsuta/
Eragrostis intermedia,Eragrostis intermedia,Plains Lovegrass,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eragrostis-intermedia/,https://www.picturethisai.com/wiki/Eragrostis_intermedia.html
Eragrostis secundiflora,Eragrostis secundiflora,Red Lovegrass,Seed | Bud,Scarification | Division,Materials listed: Seed | Bud. Treatment tags listed: Scarification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eragrostis-secundiflora/,https://plants.sc.egov.usda.gov/DocumentLibrary/plantguide/pdf/pg_erso.pdf | https://greg.app/red-lovegrass-overview/#:~:text=Elevate%20your%20garden%20with%20Red | https://www.picturethisai.com/care/Eragrostis_secundiflora.html#:~:text=A%20distinctive%20warm%2Dseason%20grass
